"","orig_GS","orig_ensembl_id","entrenzID","new_GS"
"gene_symbol7097","AC112198.3","ENSG00000249843","",""
"gene_symbol7098","MT-ND4","ENSG00000198886","4538","ND4"
"gene_symbol7099","GLYATL1B","ENSG00000255151","100287520","GLYATL1B"
"gene_symbol7100","AC074032.1","ENSG00000272368","",""
"gene_symbol7101","EPYC","ENSG00000083782","1833","EPYC"
"gene_symbol7102","RPL31P45","ENSG00000233318","",""
"gene_symbol7103","AC040174.1","ENSG00000261502","",""
"gene_symbol7104","IDI1P3","ENSG00000231071","",""
"gene_symbol7105","HENMT1","ENSG00000162639","113802","HENMT1"
"gene_symbol7106","AC118942.1","ENSG00000255532","",""
"gene_symbol7107","AC092687.3","ENSG00000272275","",""
"gene_symbol7108","MAFIP","ENSG00000274847","727764","MAFIP"
"gene_symbol7109","AC025253.1","ENSG00000275286","",""
"gene_symbol7110","CPN1","ENSG00000120054","1369","CPN1"
"gene_symbol7111","LINC02281","ENSG00000257748","105370423","LINC02281"
"gene_symbol7112","ZNF503","ENSG00000165655","84858","ZNF503"
"gene_symbol7113","MT-CO2","ENSG00000198712","4513","COX2"
"gene_symbol7114","IGF2","ENSG00000167244","3481","IGF2"
"gene_symbol7115","KDM3B","ENSG00000120733","51780","KDM3B"
"gene_symbol7116","AC245140.2","ENSG00000280195","",""
"gene_symbol7117","ZFAND2A","ENSG00000178381","90637","ZFAND2A"
"gene_symbol7118","RPL5P31","ENSG00000214878","341674","RPL5P31"
"gene_symbol7119","AC018529.2","ENSG00000278330","",""
"gene_symbol7120","","ENSG00000220891","648691","LL22NC03-63E9.3"
"gene_symbol7121","AC022092.1","ENSG00000249639","",""
"gene_symbol7122","AC141002.1","ENSG00000271973","",""
"gene_symbol7123","TRIM8","ENSG00000171206","81603","TRIM8"
"gene_symbol7124","HNRNPA1P46","ENSG00000228020","",""
"gene_symbol7125","AL359706.1","ENSG00000223732","",""
"gene_symbol7126","AC023115.1","ENSG00000236605","",""
"gene_symbol7127","CCNF","ENSG00000162063","899","CCNF"
"gene_symbol7128","CLEC12A-AS1","ENSG00000231560","400002","CLEC12A-AS1"
"gene_symbol7129","","ENSG00000276645","",""
"gene_symbol7130","SMURF2P1","ENSG00000248121","",""
"gene_symbol7131","AC015813.8","ENSG00000285930","",""
"gene_symbol7132","ACTR1A","ENSG00000138107","10121","ACTR1A"
"gene_symbol7133","AC009108.4","ENSG00000279142","",""
"gene_symbol7134","SELENON","ENSG00000162430","57190","SELENON"
"gene_symbol7135","NKX2-5","ENSG00000183072","1482","NKX2-5"
"gene_symbol7136","PKD2L1","ENSG00000107593","9033","PKD2L1"
"gene_symbol7137","FP325313.3","ENSG00000288300","",""
"gene_symbol7138","CLEC18C","ENSG00000157335","283971","CLEC18C"
"gene_symbol7139","MANEA","ENSG00000172469","79694","MANEA"
"gene_symbol7140","OR52N3P","ENSG00000236965","81251","OR52N3P"
"gene_symbol7141","AC006326.1","ENSG00000230785","100421782","LOC100421782"
"gene_symbol7142","MGAT1","ENSG00000131446","4245","MGAT1"
"gene_symbol7143","AL359273.1","ENSG00000199959","",""
"gene_symbol7144","AC011298.3","ENSG00000276949","",""
"gene_symbol7145","AL353150.1","ENSG00000224945","",""
"gene_symbol7146","RN7SL191P","ENSG00000241198","106479292","RN7SL191P"
"gene_symbol7147","AP002448.1","ENSG00000288097","",""
"gene_symbol7148","AC005771.1","ENSG00000267471","",""
"gene_symbol7149","AC017000.1","ENSG00000283991","",""
"gene_symbol7150","GLI2","ENSG00000074047","2736","GLI2"
"gene_symbol7151","KIAA0825","ENSG00000185261","285600","KIAA0825"
"gene_symbol7152","AC095038.1","ENSG00000228303","",""
"gene_symbol7153","AC004775.1","ENSG00000272203","",""
"gene_symbol7154","TAF9","ENSG00000273841","6880","TAF9"
"gene_symbol7155","AL359844.1","ENSG00000285871","",""
"gene_symbol7156","OR6N1","ENSG00000197403","128372","OR6N1"
"gene_symbol7157","AC027313.1","ENSG00000251204","",""
"gene_symbol7158","TMEM253","ENSG00000232070","643382","TMEM253"
"gene_symbol7159","ATP5PBP2","ENSG00000214342","645973","ATP5PBP2"
"gene_symbol7160","CDKAL1","ENSG00000145996","54901","CDKAL1"
"gene_symbol7161","AC025741.1","ENSG00000249409","",""
"gene_symbol7162","AC098656.1","ENSG00000287406","",""
"gene_symbol7163","AL158801.4","ENSG00000279392","",""
"gene_symbol7164","AL669831.2","ENSG00000229905","",""
"gene_symbol7165","HMGB1P28","ENSG00000249745","",""
"gene_symbol7166","AL442163.1","ENSG00000258394","",""
"gene_symbol7167","RMRP","ENSG00000269900","6023","RMRP"
"gene_symbol7168","KRT19","ENSG00000171345","3880","KRT19"
"gene_symbol7169","PHF2P2","ENSG00000226057","",""
"gene_symbol7170","PDE12","ENSG00000174840","201626","PDE12"
"gene_symbol7171","AC013726.1","ENSG00000259793","",""
"gene_symbol7172","FBXO38","ENSG00000145868","81545","FBXO38"
"gene_symbol7173","AC233724.5","ENSG00000248542","391768","LOC391768"
"gene_symbol7174","DHX33","ENSG00000005100","56919","DHX33"
"gene_symbol7175","DEFA7P","ENSG00000206042","724067","DEFA7P"
"gene_symbol7176","AC105914.2","ENSG00000250431","",""
"gene_symbol7177","AC022915.2","ENSG00000253608","101929268","LOC101929268"
"gene_symbol7178","PATE4","ENSG00000237353","399968","PATE4"
"gene_symbol7179","","ENSG00000287243","100129223","THCAT155"
"gene_symbol7180","LINC00955","ENSG00000216560","",""
"gene_symbol7181","AC138853.1","ENSG00000249380","100132524","LOC100132524"
"gene_symbol7182","SH3RF2","ENSG00000156463","153769","SH3RF2"
"gene_symbol7183","CLN6","ENSG00000128973","54982","CLN6"
"gene_symbol7184","ADAM21P1","ENSG00000235812","145241","ADAM21P1"
"gene_symbol7185","NDUFB2-AS1","ENSG00000240889","100134713","NDUFB2-AS1"
"gene_symbol7186","C22orf31","ENSG00000100249","25770","C22orf31"
"gene_symbol7187","IL3","ENSG00000164399","3562","IL3"
"gene_symbol7188","AC092673.1","ENSG00000249458","",""
"gene_symbol7189","TRIM64DP","ENSG00000254751","727828","TRIM64DP"
"gene_symbol7190","DCST2","ENSG00000163354","127579","DCST2"
"gene_symbol7191","CCR12P","ENSG00000238241","",""
"gene_symbol7192","VN1R69P","ENSG00000260724","",""
"gene_symbol7193","SF3B6","ENSG00000115128","51639","SF3B6"
"gene_symbol7194","CU634019.2","ENSG00000278884","",""
"gene_symbol7195","ERMAP","ENSG00000164010","114625","ERMAP"
"gene_symbol7196","PLXNB3","ENSG00000198753","5365","PLXNB3"
"gene_symbol7197","ZNF385D-AS1","ENSG00000225542","100874216","ZNF385D-AS1"
"gene_symbol7198","OR2M5","ENSG00000162727","127059","OR2M5"
"gene_symbol7199","ZDHHC14","ENSG00000175048","79683","ZDHHC14"
"gene_symbol7200","GNRHR","ENSG00000109163","2798","GNRHR"
"gene_symbol7201","RN7SL530P","ENSG00000239910","106481067","RN7SL530P"
"gene_symbol7202","EZR","ENSG00000092820","7430","EZR"
"gene_symbol7203","WDR11","ENSG00000120008","55717","WDR11"
"gene_symbol7204","AL031320.2","ENSG00000278206","",""
"gene_symbol7205","AC022211.2","ENSG00000263843","100287042","MIF4GD-DT"
"gene_symbol7206","AC129908.1","ENSG00000279543","",""
"gene_symbol7207","BX664718.2","ENSG00000287276","",""
"gene_symbol7208","AC092757.3","ENSG00000277144","",""
"gene_symbol7209","MTATP6P13","ENSG00000229842","107075272","MTATP6P13"
"gene_symbol7210","SNX11","ENSG00000002919","29916","SNX11"
"gene_symbol7211","CRAT","ENSG00000095321","1384","CRAT"
"gene_symbol7212","DPP3P2","ENSG00000221844","138971","DPP3P2"
"gene_symbol7213","BZW1-AS1","ENSG00000230408","101927795","BZW1-AS1"
"gene_symbol7214","BPNT2P","ENSG00000270936","100421537","BPNT2P1"
"gene_symbol7215","SNORA65","ENSG00000201302","26783","SNORA65"
"gene_symbol7216","SCML2","ENSG00000102098","10389","SCML2"
"gene_symbol7217","LRP1","ENSG00000123384","4035","LRP1"
"gene_symbol7218","LINC01791","ENSG00000267777","107985312","LINC01791"
"gene_symbol7219","AC022022.2","ENSG00000270421","",""
"gene_symbol7220","GULP1","ENSG00000144366","51454","GULP1"
"gene_symbol7221","SCARNA14","ENSG00000252712","692149","SCARNA14"
"gene_symbol7222","AC011921.1","ENSG00000259349","",""
"gene_symbol7223","CD320","ENSG00000167775","51293","CD320"
"gene_symbol7224","DNAJC7","ENSG00000168259","7266","DNAJC7"
"gene_symbol7225","DEFB112","ENSG00000180872","245915","DEFB112"
"gene_symbol7226","GPR61","ENSG00000156097","83873","GPR61"
"gene_symbol7227","CTAGE3P","ENSG00000232872","220112","CTAGE3P"
"gene_symbol7228","CTPS2","ENSG00000047230","56474","CTPS2"
"gene_symbol7229","PHBP3","ENSG00000228121","",""
"gene_symbol7230","RN7SKP4","ENSG00000271818","100873848","RN7SKP4"
"gene_symbol7231","SEMA6C","ENSG00000143434","10500","SEMA6C"
"gene_symbol7232","PSG3","ENSG00000221826","5671","PSG3"
"gene_symbol7233","","ENSG00000212432","",""
"gene_symbol7234","MMP1","ENSG00000196611","4312","MMP1"
"gene_symbol7235","AL356419.1","ENSG00000288172","",""
"gene_symbol7236","AC007040.3","ENSG00000277764","",""
"gene_symbol7237","SERF2","ENSG00000140264","10169","SERF2"
"gene_symbol7238","NDUFB8","ENSG00000166136","4714","NDUFB8"
"gene_symbol7239","NMNAT1","ENSG00000173614","64802","NMNAT1"
"gene_symbol7240","NCAM1-AS1","ENSG00000227487","",""
"gene_symbol7241","AC128676.1","ENSG00000233918","",""
"gene_symbol7242","GNG8","ENSG00000167414","94235","GNG8"
"gene_symbol7243","SALL2","ENSG00000165821","6297","SALL2"
"gene_symbol7244","AC021242.3","ENSG00000272267","",""
"gene_symbol7245","AL512590.1","ENSG00000228957","",""
"gene_symbol7246","KRTAP10-5","ENSG00000241123","386680","KRTAP10-5"
"gene_symbol7247","AC068756.1","ENSG00000242828","",""
"gene_symbol7248","AC005519.1","ENSG00000258559","",""
"gene_symbol7249","EMB","ENSG00000170571","133418","EMB"
"gene_symbol7250","AC027338.2","ENSG00000249857","",""
"gene_symbol7251","TRIM35","ENSG00000104228","23087","TRIM35"
"gene_symbol7252","PDIA3P2","ENSG00000224677","",""
"gene_symbol7253","AC099552.3","ENSG00000228521","",""
"gene_symbol7254","AC036164.1","ENSG00000263017","",""
"gene_symbol7255","TTC13","ENSG00000143643","79573","TTC13"
"gene_symbol7256","AC007383.1","ENSG00000227946","",""
"gene_symbol7257","LINC02247","ENSG00000223729","105376310","LINC02247"
"gene_symbol7258","AC093788.1","ENSG00000273449","",""
"gene_symbol7259","AL121834.1","ENSG00000220600","",""
"gene_symbol7260","AC017100.1","ENSG00000259985","",""
"gene_symbol7261","LINC02124","ENSG00000259947","105371048","LINC02124"
"gene_symbol7262","HSD3BP4","ENSG00000203855","",""
"gene_symbol7263","AP003307.1","ENSG00000288012","",""
"gene_symbol7264","NBPF5P","ENSG00000243967","",""
"gene_symbol7265","","ENSG00000279891","401105","FLJ42393"
"gene_symbol7266","PHBP18","ENSG00000257885","",""
"gene_symbol7267","AC239799.2","ENSG00000287190","",""
"gene_symbol7268","PHACTR2","ENSG00000112419","9749","PHACTR2"
"gene_symbol7269","SCRT1","ENSG00000261678","83482","SCRT1"
"gene_symbol7270","IGHV3-65","ENSG00000253209","28413","IGHV3-65"
"gene_symbol7271","FAF1-AS1","ENSG00000225767","",""
"gene_symbol7272","MTCO3P18","ENSG00000227661","107075215","MTCO3P18"
"gene_symbol7273","ZBTB8OS","ENSG00000176261","339487","ZBTB8OS"
"gene_symbol7274","AC026336.1","ENSG00000242963","100271562","RPS20P30"
"gene_symbol7275","AC096949.1","ENSG00000231996","",""
"gene_symbol7276","DNAH10OS","ENSG00000250091","",""
"gene_symbol7277","AC097716.1","ENSG00000249678","",""
"gene_symbol7278","SENCR","ENSG00000254703","100507392","SENCR"
"gene_symbol7279","DSTNP5","ENSG00000236681","",""
"gene_symbol7280","AC090948.1","ENSG00000271964","",""
"gene_symbol7281","TMEM271","ENSG00000273238","112441426","TMEM271"
"gene_symbol7282","AC083800.1","ENSG00000251012","",""
"gene_symbol7283","LINC02887","ENSG00000280279","",""
"gene_symbol7284","DNAJB7","ENSG00000172404","150353","DNAJB7"
"gene_symbol7285","ZNF251","ENSG00000198169","90987","ZNF251"
"gene_symbol7286","EEF1A1P31","ENSG00000237859","553820","EEF1A1P31"
"gene_symbol7287","DPY19L3","ENSG00000178904","147991","DPY19L3"
"gene_symbol7288","MTND4P14","ENSG00000236254","100653489","MTND4P14"
"gene_symbol7289","AP000997.4","ENSG00000279771","",""
"gene_symbol7290","AL671883.3","ENSG00000285647","",""
"gene_symbol7291","LINC02175","ENSG00000262155","283887","LINC02175"
"gene_symbol7292","AC133552.4","ENSG00000263326","",""
"gene_symbol7293","GRB7","ENSG00000141738","2886","GRB7"
"gene_symbol7294","UBE2Q2P2","ENSG00000259429","100134869","UBE2Q2P2"
"gene_symbol7295","AC092164.1","ENSG00000226833","112267877","PPP1CB-DT"
"gene_symbol7296","AC108868.1","ENSG00000231505","",""
"gene_symbol7297","","ENSG00000276193","",""
"gene_symbol7298","CCNH","ENSG00000134480","902","CCNH"
"gene_symbol7299","STIM1","ENSG00000167323","6786","STIM1"
"gene_symbol7300","HTR1B","ENSG00000135312","3351","HTR1B"
"gene_symbol7301","OR52I2","ENSG00000226288","143502","OR52I2"
"gene_symbol7302","MTCO3P8","ENSG00000233385","107075151","MTCO3P8"
"gene_symbol7303","HOXA5","ENSG00000106004","3202","HOXA5"
"gene_symbol7304","GLRB","ENSG00000109738","2743","GLRB"
"gene_symbol7305","ZC3H18","ENSG00000158545","124245","ZC3H18"
"gene_symbol7306","NACAP7","ENSG00000218965","",""
"gene_symbol7307","AC104457.2","ENSG00000223906","",""
"gene_symbol7308","AC107959.1","ENSG00000245025","",""
"gene_symbol7309","IGLVIV-65","ENSG00000254161","28759","IGLVIV-65"
"gene_symbol7310","NCR2","ENSG00000096264","9436","NCR2"
"gene_symbol7311","TUBA3C","ENSG00000198033","7278","TUBA3C"
"gene_symbol7312","AC013452.1","ENSG00000259545","",""
"gene_symbol7313","ANGPTL5","ENSG00000187151","253935","ANGPTL5"
"gene_symbol7314","AL359504.1","ENSG00000271576","",""
"gene_symbol7315","ALOX12-AS1","ENSG00000215067","100506713","ALOX12-AS1"
"gene_symbol7316","AL049871.1","ENSG00000258943","",""
"gene_symbol7317","DVL2","ENSG00000004975","1856","DVL2"
"gene_symbol7318","AVL9","ENSG00000105778","23080","AVL9"
"gene_symbol7319","AC055720.3","ENSG00000288532","",""
"gene_symbol7320","KDM2B-DT","ENSG00000256742","",""
"gene_symbol7321","CCDC183","ENSG00000213213","84960","CCDC183"
"gene_symbol7322","NBPF11","ENSG00000263956","200030","NBPF11"
"gene_symbol7323","AC093772.2","ENSG00000287101","",""
"gene_symbol7324","LINC02090","ENSG00000230969","105371562","LINC02090"
"gene_symbol7325","AC133485.6","ENSG00000279997","",""
"gene_symbol7326","CHAC1","ENSG00000128965","79094","CHAC1"
"gene_symbol7327","LINC00428","ENSG00000229546","",""
"gene_symbol7328","TRAV9-1","ENSG00000211783","28678","TRAV9-1"
"gene_symbol7329","AL157359.1","ENSG00000226204","",""
"gene_symbol7330","AC142391.1","ENSG00000279686","",""
"gene_symbol7331","ZBED2","ENSG00000177494","79413","ZBED2"
"gene_symbol7332","AC009963.1","ENSG00000227270","",""
"gene_symbol7333","GC","ENSG00000145321","2638","GC"
"gene_symbol7334","CAP1","ENSG00000131236","10487","CAP1"
"gene_symbol7335","TM2D2","ENSG00000169490","83877","TM2D2"
"gene_symbol7336","SMYD5","ENSG00000135632","10322","SMYD5"
"gene_symbol7337","AC140125.1","ENSG00000248943","",""
"gene_symbol7338","AC134407.2","ENSG00000279573","",""
"gene_symbol7339","AC005962.2","ENSG00000287337","105371841","LOC105371841"
"gene_symbol7340","AC013489.1","ENSG00000173867","55070","DET1"
"gene_symbol7341","LINC02481","ENSG00000246526","339988","LINC02481"
"gene_symbol7342","RPS15AP17","ENSG00000225405","391656","RPS15AP17"
"gene_symbol7343","TSC2","ENSG00000103197","7249","TSC2"
"gene_symbol7344","Z99916.3","ENSG00000279298","",""
"gene_symbol7345","RPS4XP19","ENSG00000242058","645573","RPS4XP19"
"gene_symbol7346","CRYBG2","ENSG00000176092","55057","CRYBG2"
"gene_symbol7347","EIF5","ENSG00000100664","1983","EIF5"
"gene_symbol7348","RHBDD1","ENSG00000144468","84236","RHBDD1"
"gene_symbol7349","LINC02236","ENSG00000251365","109729133","LINC02236"
"gene_symbol7350","ZNF337","ENSG00000130684","26152","ZNF337"
"gene_symbol7351","GLT6D1","ENSG00000204007","360203","GLT6D1"
"gene_symbol7352","AL117352.1","ENSG00000287450","",""
"gene_symbol7353","ADAM23","ENSG00000114948","8745","ADAM23"
"gene_symbol7354","ZNF473","ENSG00000142528","25888","ZNF473"
"gene_symbol7355","AC006499.7","ENSG00000251338","100422639","LOC100422639"
"gene_symbol7356","TIFAB","ENSG00000255833","497189","TIFAB"
"gene_symbol7357","RPL23AP54","ENSG00000240486","100271466","RPL23AP54"
"gene_symbol7358","OR6M2P","ENSG00000254613","",""
"gene_symbol7359","ZNF574","ENSG00000105732","64763","ZNF574"
"gene_symbol7360","AL021393.1","ENSG00000226772","",""
"gene_symbol7361","TCEA1","ENSG00000187735","6917","TCEA1"
"gene_symbol7362","ALDH7A1P2","ENSG00000232292","542","ALDH7A1P2"
"gene_symbol7363","AL021707.2","ENSG00000228274","",""
"gene_symbol7364","SRD5A2","ENSG00000277893","6716","SRD5A2"
"gene_symbol7365","HMGB1P5","ENSG00000132967","10354","HMGB1P5"
"gene_symbol7366","SYTL3","ENSG00000164674","94120","SYTL3"
"gene_symbol7367","PTPN6","ENSG00000111679","5777","PTPN6"
"gene_symbol7368","TTC7A","ENSG00000068724","57217","TTC7A"
"gene_symbol7369","AL158166.2","ENSG00000232259","",""
"gene_symbol7370","RAD52P1","ENSG00000237964","",""
"gene_symbol7371","PLA2G3","ENSG00000100078","50487","PLA2G3"
"gene_symbol7372","","ENSG00000277771","",""
"gene_symbol7373","KRT8P22","ENSG00000260731","342419","KRT8P22"
"gene_symbol7374","RPL7AP60","ENSG00000213152","100271538","RPL7AP60"
"gene_symbol7375","SLC39A10","ENSG00000196950","57181","SLC39A10"
"gene_symbol7376","ADAM24P","ENSG00000214607","646479","ADAM24P"
"gene_symbol7377","ENPP7P2","ENSG00000239959","100421813","ENPP7P2"
"gene_symbol7378","H3P15","ENSG00000251005","100419353","H3P15"
"gene_symbol7379","AL022345.1","ENSG00000272319","",""
"gene_symbol7380","LRRC53","ENSG00000162621","105378803","LRRC53"
"gene_symbol7381","AC011444.1","ENSG00000266983","100128568","RANBP3-DT"
"gene_symbol7382","TRAPPC11","ENSG00000168538","60684","TRAPPC11"
"gene_symbol7383","AC010478.1","ENSG00000259663","642366","ISL1-DT"
"gene_symbol7384","AC005041.4","ENSG00000286623","",""
"gene_symbol7385","AC113385.3","ENSG00000275374","",""
"gene_symbol7386","PRADC1P1","ENSG00000236165","",""
"gene_symbol7387","LCE5A","ENSG00000186207","254910","LCE5A"
"gene_symbol7388","MATN2","ENSG00000132561","4147","MATN2"
"gene_symbol7389","AC136475.4","ENSG00000255089","",""
"gene_symbol7390","TBC1D13","ENSG00000107021","54662","TBC1D13"
"gene_symbol7391","AC026422.1","ENSG00000279772","",""
"gene_symbol7392","ITGAX","ENSG00000140678","3687","ITGAX"
"gene_symbol7393","COMMD4P2","ENSG00000214702","",""
"gene_symbol7394","TMEM159","ENSG00000011638","57146","LDAF1"
"gene_symbol7395","AC124069.1","ENSG00000253168","",""
"gene_symbol7396","TRIML2","ENSG00000179046","205860","TRIML2"
"gene_symbol7397","CCL15","ENSG00000275718","6359","CCL15"
"gene_symbol7398","CRY2","ENSG00000121671","1408","CRY2"
"gene_symbol7399","AP002518.1","ENSG00000256195","101928940","LOC101928940"
"gene_symbol7400","ACKR1","ENSG00000213088","2532","ACKR1"
"gene_symbol7401","KCNK15-AS1","ENSG00000244558","",""
"gene_symbol7402","AC074386.1","ENSG00000284644","",""
"gene_symbol7403","GDF1","ENSG00000130283","2657","GDF1"
"gene_symbol7404","TDGP1","ENSG00000255725","",""
"gene_symbol7405","HSPE1P18","ENSG00000255163","",""
"gene_symbol7406","CTAGE7P","ENSG00000233122","119437","CTAGE7P"
"gene_symbol7407","AC244636.3","ENSG00000287757","",""
"gene_symbol7408","MIS18BP1","ENSG00000129534","55320","MIS18BP1"
"gene_symbol7409","AL389895.1","ENSG00000258638","",""
"gene_symbol7410","AC135050.2","ENSG00000255439","",""
"gene_symbol7411","RSPH6A","ENSG00000104941","81492","RSPH6A"
"gene_symbol7412","MMP20","ENSG00000137674","9313","MMP20"
"gene_symbol7413","BARX1-DT","ENSG00000235601","101928040","BARX1-DT"
"gene_symbol7414","AC006967.2","ENSG00000236102","",""
"gene_symbol7415","AL355803.1","ENSG00000237371","",""
"gene_symbol7416","AC006511.6","ENSG00000288043","",""
"gene_symbol7417","AC073288.1","ENSG00000239628","",""
"gene_symbol7418","AL449106.1","ENSG00000273062","",""
"gene_symbol7419","AK4P1","ENSG00000263535","",""
"gene_symbol7420","VEGFD","ENSG00000165197","2277","VEGFD"
"gene_symbol7421","PLEKHG1","ENSG00000120278","57480","PLEKHG1"
"gene_symbol7422","MBOAT1","ENSG00000172197","154141","MBOAT1"
"gene_symbol7423","CHADL","ENSG00000100399","150356","CHADL"
"gene_symbol7424","USP12-AS2","ENSG00000230641","",""
"gene_symbol7425","BFSP2-AS1","ENSG00000249993","85003","BFSP2-AS1"
"gene_symbol7426","CMC2","ENSG00000103121","56942","CMC2"
"gene_symbol7427","EML6","ENSG00000214595","400954","EML6"
"gene_symbol7428","H2AC5P","ENSG00000234816","",""
"gene_symbol7429","UGT8","ENSG00000174607","7368","UGT8"
